"CNPJ","NOME_DA_INSTITUIÇÃO","SEGMENTO","ENDEREÇO","COMPLEMENTO","BAIRRO","CEP","MUNICÍPIO","UF","DDD","FONE","ENDEREÇO_ELETRÔNICO","SÍTIO_NA_INTERNET","ano","mes","tipo"
"4163016.000000","BMC ASSET MANAGEMENT - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA."," Sociedades Distribuidoras de TVM","AV DAS NACOES UNIDAS 12995 - 24 AND/PARTE 4",NA,"CHACARA ITAIM","4578000.000000","SAO PAULO","SP","11.000000","55037500.000000","BANCOBMC@BMC.COM.BR","WWW.BMC.COM.BR","2007","10","sociedades"
"4169504.000000","CRUZEIRO DO SUL S.A. CORRETORA DE VALORES","Sociedades Corretoras de TVM","AV. SETE DE SETEMBRO, 1251","SALA 1101","CENTRO","69005141.000000","MANAUS","AM","92.000000","32340934.000000","LUISFELIPPE@BCSUL.COM.BR","WWW.BCSUL.COM.BR","2007","10","sociedades"
"4215594.000000","RELIANCE - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA."," Sociedades Distribuidoras de TVM","RUA DOS PINHEIROS, 870","22O. ANDAR","PINHEIROS","5422001.000000","SAO PAULO","SP","11.000000","30899393.000000","CARVALHO@RELIANCE.COM.BR","WWW.RELIANCE.COM.BR","2007","10","sociedades"
"4223451.000000","CREDILON SOCIEDADE DE CREDITO AO MICROEMPREENDEDOR DA REGIAO DE LONDRINA LTDA","Sociedades de Crédito ao Microempreendedor ","AV. ADHEMAR PEREIRA DE BARROS, 387",NA,"JD. BELA SUIÇA","86050190.000000","LONDRINA","PR","43.000000","33744400.000000","CREDILONCTB@SERCOMTEL.COM.BR",NA,"2007","10","sociedades"
"4230630.000000","JBCRED SOCIEDADE DE CREDITO AO MICROEMPREENDEDOR LTDA","Sociedades de Crédito ao Microempreendedor ","R MARTINS FONTES, 91","10 ANDAR, CONJUNTO 101","CENTRO","1050905.000000","SAO PAULO","SP","11.000000","32594600.000000","JBCRED04@TERRA.COM.BR",NA,"2007","10","sociedades"
"4257795.000000","NOVA FUTURA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA."," Sociedades Distribuidoras de TVM","RUA BOA VISTA, 254","10 ANDAR","CENTRO","1014000.000000","SAO PAULO","SP","11.000000","32918000.000000","JOAQUIM@FUTURAONLINE.COM.BR","WWW.FUTURAONLINE.COM.BR","2007","10","sociedades"
"4275302.000000","FINACRED - SOCIEDADE DE CREDITO AO MICROEMPREENDEDOR LTDA.","Sociedades de Crédito ao Microempreendedor ","AVENIDA SAO GABRIEL, 180","7ª ANDAR","ITAIM BIBI","1435000.000000","SAO PAULO","SP","11.000000","30514121.000000","FINACREDSCM@UOL.COM.BR","WWW.FINACRED.COM.BR","2007","10","sociedades"
"4307598.000000","FIDÚCIA SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR LIMITADA","Sociedades de Crédito ao Microempreendedor ","RUA TIMBIRAS,3109","SALA 203","BARRO PRETO","30140062.000000","BELO HORIZONTE","MG","31.000000","32950229.000000","FIDUCIA@UOL.COM.BR",NA,"2007","10","sociedades"
"4316357.000000","SOCIALCRED - SOCIEDADE DE CREDITO AO MICROEMPREENDEDOR S.A","Sociedades de Crédito ao Microempreendedor ","AVENIDA RIO BRANCO, 115 - SALA 803",NA,"CENTRO","20040004.000000","RIO DE JANEIRO","RJ","21.000000","25052200.000000","JLUIZ@CONTROLLERCONTAB.COM.BR","WWW.SOCIALCRED.COM.BR","2007","10","sociedades"
"4323351.000000","MORGAN STANLEY DEAN WITTER CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.","Sociedades Corretoras de TVM","AV. PRES. JUSCELINO KUBITSCHEK, 50","8º ANDAR","ITAIM BIBI","4543000.000000","SAO PAULO","SP","11.000000","30486000.000000","EDISON.OLIVEIRA@MORGANSTANLEY.COM",NA,"2007","10","sociedades"
"4379829.000000","NEGRESCO S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS"," Sociedades de Crédito  Financiamento e Investimento","ALAMEDA DOM PEDRO II, 21",NA,"BATEL","80420060.000000","CURITIBA","PR","41.000000","32344000.000000","CREDIPAR@CREDIPAR.COM.BR","WWW.CREDIPAR.COM.BR","2007","10","sociedades"
"4392825.000000","TROPICAL COMPANHIA DE CREDITO IMOBILIARIO"," Sociedades de Crédito Imobiliário - Repassadora","AV. JOÃO VALÉRIO, 209","SALA F","NOSSA SRA DAS GRAÇAS","69053140.000000","MANAUS","AM","92.000000","36331055.000000","JVBF@TRADICAOCI.COM.BROUSILVIA@TRADICAOCI.COM.BR",NA,"2007","10","sociedades"
"4452473.000000","BMW FINANCEIRA S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO"," Sociedades de Crédito  Financiamento e Investimento","AV.MAJOR SYLVIO DE MAGALHÃES PADILHA, 5200","TÉRREO PARTE ED.DALLAS","MORUMBI","5693000.000000","SAO PAULO","SP","11.000000","55040564.000000","SIDNEY.MARTINS@BMW.COM.BR","WWW.BMWFS.COM.BR","2007","10","sociedades"
"4567240.000000","DIRETRIZ - CORRETORA DE CAMBIO LTDA."," Sociedades Corretoras de Câmbio","RUA VISCONDE DE INHAÚMA, 134 - SALA 1122",NA,"CENTRO","20091007.000000","RIO DE JANEIRO","RJ","21.000000","22230033.000000","ARCELIO.PESSANHA@GMAIL.COM",NA,"2007","10","sociedades"
"4623781.000000","CORRETORA AMAZONENSE DE CAMBIO LTDA."," Sociedades Corretoras de Câmbio","AV. EDUARDO RIBEIRO, 520","3º ANDAR, SALA 308","CENTRO","69010000.000000","MANAUS","AM","92.000000","21016969.000000","AMAZONENSE@CAMZ.COM.BR",NA,"2007","10","sociedades"
"4639283.000000","FORTBRASIL SOCIEDADE DE CREDITO AO MICROEMPREENDEDOR LTDA.","Sociedades de Crédito ao Microempreendedor ","AV. BEZERRA DE MENEZES, 100","SALA 312","FARIAS BRITO","60325000.000000","FORTALEZA","CE","85.000000","33042490.000000","FORTBRASIL@FORTBRASIL.COM.BR","HTTP://WWW.FORTBRASIL.COM.BR/","2007","10","sociedades"
"4684647.000000","ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A."," Sociedades Corretoras de Câmbio","RUA DO COMERCIO,55 -7ANDAR- CONJUNTO 74B",NA,"CENTRO","11010141.000000","SANTOS","SP","13.000000","32197444.000000","A.R.C.-CORRETORA@UOL.COM.BR","WWW.ARCCORRETORA.COM.BR","2007","10","sociedades"
"4740811.000000","FACIL - SOCIEDADE DE CREDITO AO MICROEMPREENDEDOR LTDA.","Sociedades de Crédito ao Microempreendedor ","RUA JOSIAS MACHADO,87",NA,"CENTRO","35680046.000000","ITAUNA","MG","37.000000","32423737.000000","FACIL@ITAMASTER.COM.BR",NA,"2007","10","sociedades"
"4772908.000000","ATLANTA SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR LTDA","Sociedades de Crédito ao Microempreendedor ","RUA BARAO DE PASSOS, 393",NA,"CENTRO","37900048.000000","PASSOS","MG","35.000000","35216301.000000","ATLANTASCM@BOL.COM.BR",NA,"2007","10","sociedades"
"4819441.000000","REALIZA - SOCIEDADE CREDITO AO MICROEMPREENDEDOR LTDA.","Sociedades de Crédito ao Microempreendedor ","AV.GETULIO VARGAS, Nº 377","LOJA 228","CENTRO","36240000.000000","SANTOS DUMONT","MG","32.000000","32513537.000000","REALIZASCM@YAHOO.COM.BR",NA,"2007","10","sociedades"
"4836002.000000","LEASEPLAN ARRENDAMENTO MERCANTIL SA"," Sociedades de Arrendamento Mercantil ","ALAMEDA TOCANTINS,75-CONJUNTO 407",NA,"ALPHAVILLE INDUST.","6455020.000000","BARUERI","SP","11.000000","55098609.000000",NA,NA,"2007","10","sociedades"
"4840785.000000","CAPITAL DE GIRO SOCIEDADE DE CRED.AO MICRO EMPREENDEDOR LTDA","Sociedades de Crédito ao Microempreendedor ","AV. PRESIDENTE VARGAS, 417 - SALA 1802",NA,"CENTRO","22280001.000000","RIO DE JANEIRO","RJ","21.000000","25074723.000000","CAPITALDEGIRO@UOL.COM.BR",NA,"2007","10","sociedades"
"4848115.000000","ING CORRETORA DE CAMBIO E TITULOS S.A.","Sociedades Corretoras de TVM","AV. BRIG. FARIA LIMA, 3400, 11 A.",NA,"ITAIM BIBI","4538132.000000","SAO PAULO","SP","11.000000","45046000.000000","ING-BRASIL@AMERICAS.ING.COM","WWW.ING.COM","2007","10","sociedades"
"4849745.000000","FACILICRED SOCIEDADE DE CREDITO AO MICROEMPREENDEDOR LTDA","Sociedades de Crédito ao Microempreendedor ","RUA DELEGADO LEOPOLDO BELCZAK, 77 - SALA 01",NA,"CRISTO REI","80050570.000000","CURITIBA","PR","41.000000","33625392.000000","FACILICRED@TERRA.COM.BR",NA,"2007","10","sociedades"
"4862600.000000","PORTOSEG S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO"," Sociedades de Crédito  Financiamento e Investimento","R. GUAIANAZES, 1238 - 3. ANDAR",NA,"CAMPOS ELISEOS","1204001.000000","SAO PAULO","SP","11.000000","33665919.000000","PORTOSEG.FINANCIAMENTOS@PORTOSEGURO.COM.BR","WWW.PORTOFINANCIAMENTO.COM.BR","2007","10","sociedades"
"4869329.000000","UNICASH - SOCIEDADE DE CREDITO AO MICROEMPREENDEDOR LTDA.","Sociedades de Crédito ao Microempreendedor ","AVENIDA ANGELICA, 688, 11. ANDAR, CJ. 1101",NA,"SANTA CECILIA","1228000.000000","SAO PAULO","SP","11.000000","38222048.000000","INFO@UNICASHMICROCREDITO.COM.BR","HTTP://WWW.UNICASHMICROCREDITO.COM.BR","2007","10","sociedades"
"4913129.000000","CONFIDENCE CORRETORA DE CÂMBIO S.A."," Sociedades Corretoras de Câmbio","R ALEXANDRE DUMAS, 1562,  CJ 104",NA,"CHAC SANTO ANTONIO","4717004.000000","SAO PAULO","SP","11.000000","51888300.000000","MATRIZ@CONFIDENCECAMBIO.COM.BR","WWW.CONFIDENCECAMBIO.COM.BR","2007","10","sociedades"
"4986548.000000","KANA FIN SOCIEDADE DE CREDITO AO MICROEMPREENDEDOR LTDA.","Sociedades de Crédito ao Microempreendedor ","RUA PROF. JOSÉ BRANDÃO, 389","SALA 306","PINA","51020180.000000","RECIFE","PE","81.000000","34665030.000000","KANAFINSCM@HOTMAIL.COM",NA,"2007","10","sociedades"
"5006016.000000","EURO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S/A"," Sociedades Distribuidoras de TVM","RUA SETE DE SETEMBRO, 43","SALA 1203","CENTRO","20050003.000000","RIO DE JANEIRO","RJ","21.000000","22243512.000000","EURO-SDTVM@IG.COM.BR",NA,"2007","10","sociedades"
"5076239.000000","MICROINVEST S/A SOCIEDADE DE CREDITO AO MICROEMPREENDEDOR","Sociedades de Crédito ao Microempreendedor ","RUA DA PASSAGEM, 170","LOJA 1, SALA 01","BOTAFOGO","22290904.000000","RIO DE JANEIRO","RJ","11.000000","35844042.000000","BIANCA.AZZI@UNIBANCO.COM.BR",NA,"2007","10","sociedades"
"5123164.000000","NOVAÇÃO CORRETORA DE CÂMBIO LTDA."," Sociedades Corretoras de Câmbio","AV PAULISTA, 1294 - 20º ANDAR - CONJ. 20 B",NA,"BELA VISTA","1310915.000000","SAO PAULO","SP","11.000000","32534644.000000","NOVACAO@NOVACAO.COM.BR","WWW.NOVACAO.COM.BR","2007","10","sociedades"
"5147693.000000","FINCRED - SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR LTDA","Sociedades de Crédito ao Microempreendedor ","RUA  PIAUÍ, 399 - SALA 103",NA,"CENTRO","86010420.000000","LONDRINA","PR","43.000000","33445798.000000","FINCREDFINANCEIRA@YAHOO.COM.BR",NA,"2007","10","sociedades"
"5170343.000000","CREDRIO - SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR LTDA.","Sociedades de Crédito ao Microempreendedor ","RUA JOÃO VALÉRIO, 690","2º ANDAR, CJ VIEIRALVES","NOSSA SRA DAS GRAÇAS","69053140.000000","MANAUS","AM","92.000000","36333333.000000","CREDRIO@GRUPOMRG.COM.BR",NA,"2007","10","sociedades"
"5192316.000000","QUERO-QUERO FINANCIADORA S.A. - CFI"," Sociedades de Crédito  Financiamento e Investimento","RUA TENENTE JUNG 272","2º ANDAR, SALA 4","CENTRO","98960000.000000","SANTO CRISTO","RS","55.000000","35411778.000000","LOURDESW@QUERO-QUERO-COM.BR",NA,"2007","10","sociedades"
"5232450.000000","LIBERTY - SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR LTDA","Sociedades de Crédito ao Microempreendedor ","AVENIDA SÃO PAULO, 172 - SALA 816 - 8º ANDAR","ASPEN PARK TRADE CENTER",NA,"87013040.000000","MARINGA","PR","44.000000","30286686.000000","LIBERTY@LIBERTYCRED.COM.BR",NA,"2007","10","sociedades"
"5280261.000000","WELMAG SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR LTDA","Sociedades de Crédito ao Microempreendedor ","AV.LUIZ PAULO FRANCO,651","SALA 702","BELVEDERE","30330000.000000","BELO HORIZONTE","MG","31.000000","32865550.000000","WELMAG57@HOTMAIL.COM",NA,"2007","10","sociedades"
"5289612.000000","SOCICRED SOCIEDADE DE CREDITO AO MICROEMPREENDEDOR LTDA","Sociedades de Crédito ao Microempreendedor ","PRAÇA OTÁVIO ROCHA, 65","SALA 24","CENTRO","90020140.000000","PORTO ALEGRE","RS","51.000000","32281661.000000","SOCICRED@TERRA.COM.BR","WWW.SOCICRED.COM.BR","2007","10","sociedades"
"5292284.000000","CRESCER S/A SOCIEDADE DE CREDITO AO MICROEMPREENDEDOR","Sociedades de Crédito ao Microempreendedor ","RUA DO CARMO, 57","701","CENTRO","20011020.000000","RIO DE JANEIRO","RJ","21.000000","21069900.000000","CRESCER@CRESCERFOMENTO.COM.BR",NA,"2007","10","sociedades"
"5313386.000000","CIBRASEC - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A."," Sociedades Distribuidoras de TVM","AVENIDA PAULISTA, 1439","2ª SOBRELOJA - PARTE","CERQUEIRA CESAR","1311200.000000","SAO PAULO","SP","11.000000","32663223.000000","CIBRASEC@CIBRASEC.COM.BR",NA,"2007","10","sociedades"
"5351887.000000","MÚLTIPLA CRÉDITO, FINANCIAMENTO E INVESTIMENTO S/A"," Sociedades de Crédito  Financiamento e Investimento","AV. SANTOS DUMONT, 2727","SALA 02","ALDEOTA","60190800.000000","FORTALEZA","CE","85.000000","40083397.000000","ANDRE@MARQUISE.COM.BR",NA,"2007","10","sociedades"
"5389174.000000","SAFDIÉ DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA."," Sociedades Distribuidoras de TVM","AV BRIGADEIRO FARIA LIMA, 2277, 21 ANDAR,","CONJUNTO 2102","JARDIM PAULISTANO","1452000.000000","SAO PAULO","SP","11.000000","30961122.000000","RSIMONE@SAFDIEDTVM.COM.BR","WWW.MULTIDTVM.COM.BR","2007","10","sociedades"
"5442029.000000","CASA DO CRÉDITO S.A. SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR","Sociedades de Crédito ao Microempreendedor ","RUA DOUTOR MANOEL DE PAIVA RAMOS, 265","8º ANDAR UNIDADE 83 ED. MARCELINA","VILA SÃO FRANCISCO","5351015.000000","SAO PAULO","SP","11.000000","37145493.000000","JOSEBENICIO@CASADOCREDITO.COM.BR","WWW.CASADOCREDITO.COM.BR","2007","10","sociedades"
"5452073.000000","ALBATROSS CORRETORA DE CAMBIO E VALORES S.A","Sociedades Corretoras de TVM","AVENIDA RIO BRANCO, 115","SALA 1002 (PARTE)","CENTRO","20040004.000000","RIO DE JANEIRO","RJ","21.000000","25074757.000000","ALBATROSS@ALBATROSSCCV.COM.BR","WWW.ALBATROSSCCV.COM.BR","2007","10","sociedades"
"5503849.000000","SHOPCRED SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR LTDA.","Sociedades de Crédito ao Microempreendedor ","RUA AMARAL GAMA, 315","2O. ANDAR","SANTANA","2018001.000000","SAO PAULO","SP","11.000000","69716010.000000","JOCA@SHOPCRED.COM.BR","WWW.SANTANA-SHOPCRED.COM.BR","2007","10","sociedades"
"5611303.000000","TRANSCRED - SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR LTDA.","Sociedades de Crédito ao Microempreendedor ","RUA COMENDADOR HERMELINO MATARAZZO, 1.043",NA,"VILA RIBEIRO","18080001.000000","SOROCABA","SP","15.000000","32321726.000000","TRANSCREDSCM@UOL.COM.BR",NA,"2007","10","sociedades"
"5636697.000000","BSCM BRASIL SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR LTDA.","Sociedades de Crédito ao Microempreendedor ","RUA MEDINA, 150","SALA 707","MÉIER","20735115.000000","RIO DE JANEIRO","RJ","21.000000","32741628.000000","ISLAN@BSCM.COM.BR","WWW.BSCM.COM.BR","2007","10","sociedades"
"5653890.000000","CRED MAIS S.A SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR","Sociedades de Crédito ao Microempreendedor ","AV. LUIZ DALLA BERNARDINA, S/N",NA,"CENTRO","29700090.000000","COLATINA","ES","27.000000","37210208.000000","CREDMAIS@CREDMAISSA.COM.BR",NA,"2007","10","sociedades"
"5669150.000000","BOM CRÉDITO - SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR LTDA.","Sociedades de Crédito ao Microempreendedor ","EMBAIXADOR ASSIS CHATEAUBRIAND, 18 - PARTE",NA,"ATERRADO","27215270.000000","VOLTA REDONDA","RJ","24.000000","33435052.000000","BOMCREDITO@UOL.COM.BR",NA,"2007","10","sociedades"
"5676026.000000","CREDIFAR S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO"," Sociedades de Crédito  Financiamento e Investimento","AVENIDA VENEZA, 1033",NA,"SÃO ROQUE","95180000.000000","FARROUPILHA","RS","54.000000","32687775.000000","CREDIFAR@COLOMBO.COM.BR",NA,"2007","10","sociedades"
"5676288.000000","AMERICAN CRED SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR LTDA.","Sociedades de Crédito ao Microempreendedor ","RUA DOUTOR CÂNDIDO CRUZ Nº 560",NA,"CENTRO","13465350.000000","AMERICANA","SP","19.000000","34073861.000000","AMERICANCRED@AMERICANCRED.COM.BR",NA,"2007","10","sociedades"
"5684234.000000","PLANNER SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR S.A.","Sociedades de Crédito ao Microempreendedor ","AV. BRIGADEIRO FARIA LIMA, Nº 3900","10º ANDAR-COND.EDIF.PEDRO MARIZ-B31","ITAIM BIBI","4538132.000000","SAO PAULO","SP","11.000000","21722600.000000","PLANNER1@PLANNER.COM.BR","WWW.PLANNER.COM.BR","2007","10","sociedades"
"5741840.000000","ACREDITA SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR LTDA.","Sociedades de Crédito ao Microempreendedor ","RUA ARAGUARI, 359","LOJA 54","BARRO PRETO","30190110.000000","BELO HORIZONTE","MG","31.000000","32715354.000000","LEONARDO@ACREDITA.COM.BR","WWW.ACREDITA.COM.BR","2007","10","sociedades"
"5767737.000000","SAF - SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR LTDA.","Sociedades de Crédito ao Microempreendedor ","R. MARCONI, 53","4. ANDAR, CONJUNTO 41","CENTRO","1047000.000000","SAO PAULO","SP","11.000000","31513593.000000","AUGUSTO@TRUNPHO.COM.BR",NA,"2007","10","sociedades"
"5816451.000000","FLOW DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A."," Sociedades Distribuidoras de TVM","RUA JOAQUIM FLORIANO, 72  - 12º ANDAR","CONJUNTO 127","ITAIM-BIBI","4534000.000000","SAO PAULO","SP","11.000000","34573261.000000","FLOW@FLOWDTVM.COM.BR","WWW.FLOWCORRETORA.COM.BR","2007","10","sociedades"
"5883884.000000","CSILATINA ARRENDAMENTO MERCANTIL S.A."," Sociedades de Arrendamento Mercantil ","AVENIDA PAULISTA","1337/1343, CONJUNTO 111, 11º ANDAR","CERQUEIRA CESAR","1311200.000000","SAO PAULO","SP","11.000000","21989798.000000","CSI@CSILEASING.COM.BR","WWW.CSIBRASIL.COM.BR","2007","10","sociedades"
"5956581.000000","ATRIA S.A.- CRÉDITO, FINANCIAMENTO E INVESTIMENTO"," Sociedades de Crédito  Financiamento e Investimento","AV. DAS ARAUCARIAS 5126","SALA 6","THOMAZ COELHO","83707000.000000","ARAUCARIA","PR","41.000000","36432579.000000","PAULO@ATRIA-SA.COM.BR",NA,"2007","10","sociedades"
"5973229.000000","ESTATER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA."," Sociedades Distribuidoras de TVM","AV. PRESIDENTE JUSCELINO KUBITSCHEK, Nº 50","CONJUNTO 32, SALA 06","VILA NOVA CONCEIÇÃO","4543010.000000","SAO PAULO","SP","11.000000","33719555.000000","ESTATER@ESTATER.COM.BR",NA,"2007","10","sociedades"
"6039009.000000","FUTURA SOCIEDADE DE CREDITO AO MICROEMPREENDEDOR LTDA.","Sociedades de Crédito ao Microempreendedor ","AV. JÚLIA FREIRE, 1200","EDF. METROPOLITAN, SALA 907","EXPEDICIONÁRIOS","58041000.000000","JOAO PESSOA","PB","83.000000","32437811.000000","SCM_FUTURA@HOTMAIL.COM",NA,"2007","10","sociedades"
"6040559.000000","KREDILIG S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO"," Sociedades de Crédito  Financiamento e Investimento","RUA JERÔNIMO COELHO, 192","CENTRO","CENTRO","88010030.000000","FLORIANOPOLIS","SC","48.000000","32122561.000000","MTROSA@KREDILIG.COM.BR","HTTP://WWW.KREDILIG.COM.BR","2007","10","sociedades"
"6132348.000000","LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA."," Sociedades Corretoras de Câmbio","AV.  CONSELHEIRO AGUIAR, 1472","CJ. 209","BOA VIAGEM","51111010.000000","RECIFE","PE","81.000000","34650808.000000","LABORCAMBIO@HOTLINK.COM.BR",NA,"2007","10","sociedades"
"6249129.000000","RPW SOCIEDADE DE CREDITO AO MICROEMPREENDEDOR LTDA.","Sociedades de Crédito ao Microempreendedor ","RUA ITAPEVA 202","CONJUNTO 81/80","BELA VISTA","1332000.000000","SAO PAULO","SP","11.000000","32849816.000000","CONTATO@RPWCAPITAL.COM.BR","WWW.RPWCAPITAL.COM.BR","2007","10","sociedades"
"6339468.000000","GRAZZIOTIN FINANCIADORA S/A - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS"," Sociedades de Crédito  Financiamento e Investimento","RUA VALENTIN GRAZZIOTIN, 77",NA,"SÃO CRISTOVÃO","99060030.000000","PASSO FUNDO","RS","54.000000","33167540.000000","JANETE@GRAZZIOTIN.COM.BR",NA,"2007","10","sociedades"
"6346262.000000","CREFIN - SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR LTDA.","Sociedades de Crédito ao Microempreendedor ","AV. EPAMINONDAS, 563",NA,"CENTRO","69010090.000000","MANAUS","AM","92.000000","32311114.000000","CREFIN.AM@GMAIL.COM",NA,"2007","10","sociedades"
"6369886.000000","MATURITY SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR LTDA.","Sociedades de Crédito ao Microempreendedor ","RUA CANUTO SARAIVA, 59, 6 ANDAR","SALA 63","MOOCA","3113010.000000","SAO PAULO","SP","11.000000","62184228.000000","MATURITY@TERRA.COM.BR",NA,"2007","10","sociedades"
"6373777.000000","BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA."," Sociedades Corretoras de Câmbio","RUA BARÃO DE SOUZA LEÃO, 75","LOJA 4","BOA VIAGEM","51030300.000000","RECIFE","PE","81.000000","33439194.000000","BVCORRETORACAMBIO@VELOXMAIL.COM.BR",NA,"2007","10","sociedades"
"6881898.000000","FINANCEIRA ITAÚ CBD S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO"," Sociedades de Crédito  Financiamento e Investimento","PRAÇA ALFREDO EGYDIO DE SOUZA ARANHA, 100","TORRE CONCEIÇÃO - 9º ANDAR","PARQUE JABAQUARA","4344902.000000","SAO PAULO","SP","11.000000","50198101.000000",NA,NA,"2007","10","sociedades"
"6917793.000000","PREVIBANK S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS"," Sociedades Distribuidoras de TVM","RUA DESEMBARGADOR LEITE ALBUQUERQUE, 635","GRUPO 404","ALDEOTA","60150150.000000","FORTALEZA","CE","85.000000","40118650.000000","CORRETORA@PREVIBANK.COM.BR","WWW.PREVIBANK.COM.BR","2007","10","sociedades"
"6935318.000000","SIFRAMAR CRED SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR LTDA.","Sociedades de Crédito ao Microempreendedor ","AV. NEREU RAMOS, 2800",NA,"MEIA PRAIA","88220000.000000","ITAPEMA","SC","47.000000","33685150.000000","MAURICIO@SIFRAMAR.COM.BR",NA,"2007","10","sociedades"
"6979363.000000","PAX CORRETORA DE VALORES E CAMBIO LTDA.","Sociedades Corretoras de TVM","RUA SENADOR POMPEU, 1520","3º ANDAR","CENTRO","60025001.000000","FORTALEZA","CE","85.000000","32555511.000000",NA,NA,"2007","10","sociedades"
"7138049.000000","LECCA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA"," Sociedades Distribuidoras de TVM","RUA DO CARMO, 7","17º ANDAR - PARTE","CENTRO","20011020.000000","RIO DE JANEIRO","RJ","21.000000","38248008.000000","LEC@LECCA.COM.BR","LECCA.COM.BR","2007","10","sociedades"
"7147382.000000","MILLENNIUM CORRETORA DE CÂMBIO E VALORES MOBILIÁRIOS S/A","Sociedades Corretoras de TVM","AV.  PROF. JOSÉ ARTHUR DE CARVALHO, 2432",NA,"LAGOA REDONDA","60831370.000000","FORTALEZA","CE","85.000000","34762685.000000","ROGERIO@MILLENNIUMCORRETORA.COM.BR",NA,"2007","10","sociedades"
"7163446.000000","LASTRO SERVIÇOS FINANCEIROS SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR LTDA.","Sociedades de Crédito ao Microempreendedor ","RUA BARÃO DE ARARY, 702","1º ANDAR - SALA 2","CENTRO","13600170.000000","ARARAS","SP","19.000000","35433400.000000","LASTRO@LASTRO.COM.BR","WWW.LASTRO.COM.BR","2007","10","sociedades"
"7221678.000000","FAI - FINANCEIRA AMERICANAS ITAÚ S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO"," Sociedades de Crédito  Financiamento e Investimento","PRAÇA ALFREDO EGYDIO DE SOUZA ARANHA, 100","TORRE CONCEIÇÃO - 7º ANDAR","PARQUE JABAQUARA","4344902.000000","SAO PAULO","SP","11.000000","50198101.000000",NA,NA,"2007","10","sociedades"
"7253654.000000","GÁVEA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA"," Sociedades Distribuidoras de TVM","RUA DIAS FERREIRA, 190, SALA 701, PARTE B",NA,"LEBLON","22431050.000000","RIO DE JANEIRO","RJ","21.000000","32069000.000000","ALDOMINGOS@GAVEAINVEST.COM.BR","WWW.GAVEAINVESTIMENTOS.COM.BR","2007","10","sociedades"
"7299480.000000","BEC DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA."," Sociedades Distribuidoras de TVM","RUA PEDRO PEREIRA, 481",NA,"CENTRO","60035000.000000","FORTALEZA","CE","11.000000","36844705.000000","4260.GUILHERME@BRADESCO.COM.BR",NA,"2007","10","sociedades"
