"CNPJ","NOME_CONGLOMERADO","NOME_INSTITUICAO","TIPO_PARTICIPACAO","tipo","codigo"
59438325,"BRADESCO","BANCO BRADESCO CARTÕES S.A.                                                                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10045
59438325,"BRADESCO","BANCO BRADESCO CARTÕES S.A.                                                                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10045
59438325,"BRADESCO","BANCO BRADESCO CARTÕES S.A.                                                                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10045
59438325,"BRADESCO","BANCO BRADESCO CARTÕES S.A.                                                                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10045
59438325,"BRADESCO","BANCO BRADESCO CARTÕES S.A.                                                                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10045
59438325,"BRADESCO","BANCO BRADESCO CARTÕES S.A.                                                                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10045
59438325,"BRADESCO","BANCO BRADESCO CARTÕES S.A.                                                                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10045
59438325,"BRADESCO","BANCO BRADESCO CARTÕES S.A.                                                                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10045
59438325,"BRADESCO","BANCO BRADESCO CARTÕES S.A.                                                                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10045
7207996,"BRADESCO","BANCO BRADESCO FINANCIAMENTOS S.A.                                                                                                                                                                      ","PARTICIPANTE                                                ","conglomerados",10045
7207996,"BRADESCO","BANCO BRADESCO FINANCIAMENTOS S.A.                                                                                                                                                                      ","PARTICIPANTE                                                ","conglomerados",10045
7207996,"BRADESCO","BANCO BRADESCO FINANCIAMENTOS S.A.                                                                                                                                                                      ","PARTICIPANTE                                                ","conglomerados",10045
7207996,"BRADESCO","BANCO BRADESCO FINANCIAMENTOS S.A.                                                                                                                                                                      ","PARTICIPANTE                                                ","conglomerados",10045
7207996,"BRADESCO","BANCO BRADESCO FINANCIAMENTOS S.A.                                                                                                                                                                      ","PARTICIPANTE                                                ","conglomerados",10045
7207996,"BRADESCO","BANCO BRADESCO FINANCIAMENTOS S.A.                                                                                                                                                                      ","PARTICIPANTE                                                ","conglomerados",10045
7207996,"BRADESCO","BANCO BRADESCO FINANCIAMENTOS S.A.                                                                                                                                                                      ","PARTICIPANTE                                                ","conglomerados",10045
7207996,"BRADESCO","BANCO BRADESCO FINANCIAMENTOS S.A.                                                                                                                                                                      ","PARTICIPANTE                                                ","conglomerados",10045
7207996,"BRADESCO","BANCO BRADESCO FINANCIAMENTOS S.A.                                                                                                                                                                      ","PARTICIPANTE                                                ","conglomerados",10045
7207996,"BRADESCO","BANCO BRADESCO FINANCIAMENTOS S.A.                                                                                                                                                                      ","PARTICIPANTE                                                ","conglomerados",10045
7207996,"BRADESCO","BANCO BRADESCO FINANCIAMENTOS S.A.                                                                                                                                                                      ","PARTICIPANTE                                                ","conglomerados",10045
7207996,"BRADESCO","BANCO BRADESCO FINANCIAMENTOS S.A.                                                                                                                                                                      ","PARTICIPANTE                                                ","conglomerados",10045
7207996,"BRADESCO","BANCO BRADESCO FINANCIAMENTOS S.A.                                                                                                                                                                      ","PARTICIPANTE                                                ","conglomerados",10045
7207996,"BRADESCO","BANCO BRADESCO FINANCIAMENTOS S.A.                                                                                                                                                                      ","PARTICIPANTE                                                ","conglomerados",10045
7207996,"BRADESCO","BANCO BRADESCO FINANCIAMENTOS S.A.                                                                                                                                                                      ","PARTICIPANTE                                                ","conglomerados",10045
7207996,"BRADESCO","BANCO BRADESCO FINANCIAMENTOS S.A.                                                                                                                                                                      ","PARTICIPANTE                                                ","conglomerados",10045
7207996,"BRADESCO","BANCO BRADESCO FINANCIAMENTOS S.A.                                                                                                                                                                      ","PARTICIPANTE                                                ","conglomerados",10045
7207996,"BRADESCO","BANCO BRADESCO FINANCIAMENTOS S.A.                                                                                                                                                                      ","PARTICIPANTE                                                ","conglomerados",10045
7207996,"BRADESCO","BANCO BRADESCO FINANCIAMENTOS S.A.                                                                                                                                                                      ","PARTICIPANTE                                                ","conglomerados",10045
7207996,"BRADESCO","BANCO BRADESCO FINANCIAMENTOS S.A.                                                                                                                                                                      ","PARTICIPANTE                                                ","conglomerados",10045
7207996,"BRADESCO","BANCO BRADESCO FINANCIAMENTOS S.A.                                                                                                                                                                      ","PARTICIPANTE                                                ","conglomerados",10045
4184779,"BRADESCO","BANCO IBI S.A. - BANCO MÚLTIPLO                                                                                                                                                                         ","PARTICIPANTE                                                ","conglomerados",10045
4184779,"BRADESCO","BANCO IBI S.A. - BANCO MÚLTIPLO                                                                                                                                                                         ","PARTICIPANTE                                                ","conglomerados",10045
4184779,"BRADESCO","BANCO IBI S.A. - BANCO MÚLTIPLO                                                                                                                                                                         ","PARTICIPANTE                                                ","conglomerados",10045
4184779,"BRADESCO","BANCO IBI S.A. - BANCO MÚLTIPLO                                                                                                                                                                         ","PARTICIPANTE                                                ","conglomerados",10045
4184779,"BRADESCO","BANCO IBI S.A. - BANCO MÚLTIPLO                                                                                                                                                                         ","PARTICIPANTE                                                ","conglomerados",10045
4184779,"BRADESCO","BANCO IBI S.A. - BANCO MÚLTIPLO                                                                                                                                                                         ","PARTICIPANTE                                                ","conglomerados",10045
4184779,"BRADESCO","BANCO IBI S.A. - BANCO MÚLTIPLO                                                                                                                                                                         ","PARTICIPANTE                                                ","conglomerados",10045
4184779,"BRADESCO","BANCO IBI S.A. - BANCO MÚLTIPLO                                                                                                                                                                         ","PARTICIPANTE                                                ","conglomerados",10045
4184779,"BRADESCO","BANCO IBI S.A. - BANCO MÚLTIPLO                                                                                                                                                                         ","PARTICIPANTE                                                ","conglomerados",10045
4184779,"BRADESCO","BANCO IBI S.A. - BANCO MÚLTIPLO                                                                                                                                                                         ","PARTICIPANTE                                                ","conglomerados",10045
4184779,"BRADESCO","BANCO IBI S.A. - BANCO MÚLTIPLO                                                                                                                                                                         ","PARTICIPANTE                                                ","conglomerados",10045
4184779,"BRADESCO","BANCO IBI S.A. - BANCO MÚLTIPLO                                                                                                                                                                         ","PARTICIPANTE                                                ","conglomerados",10045
4184779,"BRADESCO","BANCO IBI S.A. - BANCO MÚLTIPLO                                                                                                                                                                         ","PARTICIPANTE                                                ","conglomerados",10045
4184779,"BRADESCO","BANCO IBI S.A. - BANCO MÚLTIPLO                                                                                                                                                                         ","PARTICIPANTE                                                ","conglomerados",10045
4184779,"BRADESCO","BANCO IBI S.A. - BANCO MÚLTIPLO                                                                                                                                                                         ","PARTICIPANTE                                                ","conglomerados",10045
4184779,"BRADESCO","BANCO IBI S.A. - BANCO MÚLTIPLO                                                                                                                                                                         ","PARTICIPANTE                                                ","conglomerados",10045
4184779,"BRADESCO","BANCO IBI S.A. - BANCO MÚLTIPLO                                                                                                                                                                         ","PARTICIPANTE                                                ","conglomerados",10045
4184779,"BRADESCO","BANCO IBI S.A. - BANCO MÚLTIPLO                                                                                                                                                                         ","PARTICIPANTE                                                ","conglomerados",10045
4184779,"BRADESCO","BANCO IBI S.A. - BANCO MÚLTIPLO                                                                                                                                                                         ","PARTICIPANTE                                                ","conglomerados",10045
4184779,"BRADESCO","BANCO IBI S.A. - BANCO MÚLTIPLO                                                                                                                                                                         ","PARTICIPANTE                                                ","conglomerados",10045
4184779,"BRADESCO","BANCO IBI S.A. - BANCO MÚLTIPLO                                                                                                                                                                         ","PARTICIPANTE                                                ","conglomerados",10045
27098060,"BRADESCO","BANKPAR ARRENDAMENTO MERCANTIL S.A.                                                                                                                                                                     ","PARTICIPANTE                                                ","conglomerados",10045
27098060,"BRADESCO","BANKPAR ARRENDAMENTO MERCANTIL S.A.                                                                                                                                                                     ","PARTICIPANTE                                                ","conglomerados",10045
27098060,"BRADESCO","BANKPAR ARRENDAMENTO MERCANTIL S.A.                                                                                                                                                                     ","PARTICIPANTE                                                ","conglomerados",10045
27098060,"BRADESCO","BANKPAR ARRENDAMENTO MERCANTIL S.A.                                                                                                                                                                     ","PARTICIPANTE                                                ","conglomerados",10045
27098060,"BRADESCO","BANKPAR ARRENDAMENTO MERCANTIL S.A.                                                                                                                                                                     ","PARTICIPANTE                                                ","conglomerados",10045
27098060,"BRADESCO","BANKPAR ARRENDAMENTO MERCANTIL S.A.                                                                                                                                                                     ","PARTICIPANTE                                                ","conglomerados",10045
27098060,"BRADESCO","BANKPAR ARRENDAMENTO MERCANTIL S.A.                                                                                                                                                                     ","PARTICIPANTE                                                ","conglomerados",10045
27098060,"BRADESCO","BANKPAR ARRENDAMENTO MERCANTIL S.A.                                                                                                                                                                     ","PARTICIPANTE                                                ","conglomerados",10045
27098060,"BRADESCO","BANKPAR ARRENDAMENTO MERCANTIL S.A.                                                                                                                                                                     ","PARTICIPANTE                                                ","conglomerados",10045
27098060,"BRADESCO","BANKPAR ARRENDAMENTO MERCANTIL S.A.                                                                                                                                                                     ","PARTICIPANTE                                                ","conglomerados",10045
27098060,"BRADESCO","BANKPAR ARRENDAMENTO MERCANTIL S.A.                                                                                                                                                                     ","PARTICIPANTE                                                ","conglomerados",10045
27098060,"BRADESCO","BANKPAR ARRENDAMENTO MERCANTIL S.A.                                                                                                                                                                     ","PARTICIPANTE                                                ","conglomerados",10045
27098060,"BRADESCO","BANKPAR ARRENDAMENTO MERCANTIL S.A.                                                                                                                                                                     ","PARTICIPANTE                                                ","conglomerados",10045
27098060,"BRADESCO","BANKPAR ARRENDAMENTO MERCANTIL S.A.                                                                                                                                                                     ","PARTICIPANTE                                                ","conglomerados",10045
27098060,"BRADESCO","BANKPAR ARRENDAMENTO MERCANTIL S.A.                                                                                                                                                                     ","PARTICIPANTE                                                ","conglomerados",10045
27098060,"BRADESCO","BANKPAR ARRENDAMENTO MERCANTIL S.A.                                                                                                                                                                     ","PARTICIPANTE                                                ","conglomerados",10045
27098060,"BRADESCO","BANKPAR ARRENDAMENTO MERCANTIL S.A.                                                                                                                                                                     ","PARTICIPANTE                                                ","conglomerados",10045
27098060,"BRADESCO","BANKPAR ARRENDAMENTO MERCANTIL S.A.                                                                                                                                                                     ","PARTICIPANTE                                                ","conglomerados",10045
27098060,"BRADESCO","BANKPAR ARRENDAMENTO MERCANTIL S.A.                                                                                                                                                                     ","PARTICIPANTE                                                ","conglomerados",10045
27098060,"BRADESCO","BANKPAR ARRENDAMENTO MERCANTIL S.A.                                                                                                                                                                     ","PARTICIPANTE                                                ","conglomerados",10045
27098060,"BRADESCO","BANKPAR ARRENDAMENTO MERCANTIL S.A.                                                                                                                                                                     ","PARTICIPANTE                                                ","conglomerados",10045
7299480,"BRADESCO","BEC DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.                                                                                                                                                ","PARTICIPANTE                                                ","conglomerados",10045
7299480,"BRADESCO","BEC DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.                                                                                                                                                ","PARTICIPANTE                                                ","conglomerados",10045
7299480,"BRADESCO","BEC DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.                                                                                                                                                ","PARTICIPANTE                                                ","conglomerados",10045
7299480,"BRADESCO","BEC DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.                                                                                                                                                ","PARTICIPANTE                                                ","conglomerados",10045
7299480,"BRADESCO","BEC DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.                                                                                                                                                ","PARTICIPANTE                                                ","conglomerados",10045
7299480,"BRADESCO","BEC DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.                                                                                                                                                ","PARTICIPANTE                                                ","conglomerados",10045
7299480,"BRADESCO","BEC DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.                                                                                                                                                ","PARTICIPANTE                                                ","conglomerados",10045
7299480,"BRADESCO","BEC DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.                                                                                                                                                ","PARTICIPANTE                                                ","conglomerados",10045
7299480,"BRADESCO","BEC DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.                                                                                                                                                ","PARTICIPANTE                                                ","conglomerados",10045
7299480,"BRADESCO","BEC DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.                                                                                                                                                ","PARTICIPANTE                                                ","conglomerados",10045
7299480,"BRADESCO","BEC DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.                                                                                                                                                ","PARTICIPANTE                                                ","conglomerados",10045
7299480,"BRADESCO","BEC DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.                                                                                                                                                ","PARTICIPANTE                                                ","conglomerados",10045
7299480,"BRADESCO","BEC DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.                                                                                                                                                ","PARTICIPANTE                                                ","conglomerados",10045
7299480,"BRADESCO","BEC DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.                                                                                                                                                ","PARTICIPANTE                                                ","conglomerados",10045
7299480,"BRADESCO","BEC DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.                                                                                                                                                ","PARTICIPANTE                                                ","conglomerados",10045
7299480,"BRADESCO","BEC DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.                                                                                                                                                ","PARTICIPANTE                                                ","conglomerados",10045
7299480,"BRADESCO","BEC DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.                                                                                                                                                ","PARTICIPANTE                                                ","conglomerados",10045
7299480,"BRADESCO","BEC DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.                                                                                                                                                ","PARTICIPANTE                                                ","conglomerados",10045
7299480,"BRADESCO","BEC DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.                                                                                                                                                ","PARTICIPANTE                                                ","conglomerados",10045
7299480,"BRADESCO","BEC DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.                                                                                                                                                ","PARTICIPANTE                                                ","conglomerados",10045
7299480,"BRADESCO","BEC DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.                                                                                                                                                ","PARTICIPANTE                                                ","conglomerados",10045
66670,"BRADESCO","BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA                                                                                                                                               ","PARTICIPANTE                                                ","conglomerados",10045
66670,"BRADESCO","BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA                                                                                                                                               ","PARTICIPANTE                                                ","conglomerados",10045
66670,"BRADESCO","BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA                                                                                                                                               ","PARTICIPANTE                                                ","conglomerados",10045
66670,"BRADESCO","BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA                                                                                                                                               ","PARTICIPANTE                                                ","conglomerados",10045
66670,"BRADESCO","BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA                                                                                                                                               ","PARTICIPANTE                                                ","conglomerados",10045
66670,"BRADESCO","BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA                                                                                                                                               ","PARTICIPANTE                                                ","conglomerados",10045
66670,"BRADESCO","BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA                                                                                                                                               ","PARTICIPANTE                                                ","conglomerados",10045
66670,"BRADESCO","BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA                                                                                                                                               ","PARTICIPANTE                                                ","conglomerados",10045
66670,"BRADESCO","BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA                                                                                                                                               ","PARTICIPANTE                                                ","conglomerados",10045
66670,"BRADESCO","BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA                                                                                                                                               ","PARTICIPANTE                                                ","conglomerados",10045
66670,"BRADESCO","BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA                                                                                                                                               ","PARTICIPANTE                                                ","conglomerados",10045
66670,"BRADESCO","BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA                                                                                                                                               ","PARTICIPANTE                                                ","conglomerados",10045
66670,"BRADESCO","BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA                                                                                                                                               ","PARTICIPANTE                                                ","conglomerados",10045
66670,"BRADESCO","BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA                                                                                                                                               ","PARTICIPANTE                                                ","conglomerados",10045
66670,"BRADESCO","BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA                                                                                                                                               ","PARTICIPANTE                                                ","conglomerados",10045
66670,"BRADESCO","BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA                                                                                                                                               ","PARTICIPANTE                                                ","conglomerados",10045
66670,"BRADESCO","BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA                                                                                                                                               ","PARTICIPANTE                                                ","conglomerados",10045
66670,"BRADESCO","BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA                                                                                                                                               ","PARTICIPANTE                                                ","conglomerados",10045
66670,"BRADESCO","BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA                                                                                                                                               ","PARTICIPANTE                                                ","conglomerados",10045
66670,"BRADESCO","BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA                                                                                                                                               ","PARTICIPANTE                                                ","conglomerados",10045
66670,"BRADESCO","BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA                                                                                                                                               ","PARTICIPANTE                                                ","conglomerados",10045
4163016,"BRADESCO","BMC ASSET MANAGEMENT - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10045
4163016,"BRADESCO","BMC ASSET MANAGEMENT - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10045
4163016,"BRADESCO","BMC ASSET MANAGEMENT - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10045
4163016,"BRADESCO","BMC ASSET MANAGEMENT - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10045
4163016,"BRADESCO","BMC ASSET MANAGEMENT - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10045
4163016,"BRADESCO","BMC ASSET MANAGEMENT - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10045
4163016,"BRADESCO","BMC ASSET MANAGEMENT - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10045
4163016,"BRADESCO","BMC ASSET MANAGEMENT - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10045
4163016,"BRADESCO","BMC ASSET MANAGEMENT - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10045
4163016,"BRADESCO","BMC ASSET MANAGEMENT - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10045
4163016,"BRADESCO","BMC ASSET MANAGEMENT - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10045
4163016,"BRADESCO","BMC ASSET MANAGEMENT - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10045
4163016,"BRADESCO","BMC ASSET MANAGEMENT - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10045
4163016,"BRADESCO","BMC ASSET MANAGEMENT - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10045
4163016,"BRADESCO","BMC ASSET MANAGEMENT - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10045
4163016,"BRADESCO","BMC ASSET MANAGEMENT - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10045
4163016,"BRADESCO","BMC ASSET MANAGEMENT - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10045
4163016,"BRADESCO","BMC ASSET MANAGEMENT - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10045
4163016,"BRADESCO","BMC ASSET MANAGEMENT - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10045
4163016,"BRADESCO","BMC ASSET MANAGEMENT - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10045
4163016,"BRADESCO","BMC ASSET MANAGEMENT - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10045
52568821,"BRADESCO","BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.                                                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10045
52568821,"BRADESCO","BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.                                                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10045
52568821,"BRADESCO","BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.                                                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10045
52568821,"BRADESCO","BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.                                                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10045
52568821,"BRADESCO","BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.                                                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10045
52568821,"BRADESCO","BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.                                                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10045
52568821,"BRADESCO","BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.                                                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10045
52568821,"BRADESCO","BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.                                                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10045
52568821,"BRADESCO","BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.                                                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10045
52568821,"BRADESCO","BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.                                                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10045
52568821,"BRADESCO","BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.                                                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10045
52568821,"BRADESCO","BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.                                                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10045
