"CNPJ","NOME_DA_INSTITUIÇÃO","SEGMENTO","ENDEREÇO","COMPLEMENTO","BAIRRO","CEP","MUNICIPIO","UF","DDD","FONE","CART_COMERCIAL","COD_COMPENSAÇÃO","EMAIL","ENDEREÇO_ELETRONICO","ano","mes","tipo"
"78626983.000000","BANCO VR S.A.","Banco multiplo","ALAMEDA RIO NEGRO, 585","BL. B - CONJS. 61 E 62 E BL. C - CONJS. 131 E 132","ALPHAVILLE","6454000.000000","BARUERI","SP","11.000000","21763000.000000","SIM","610.000000",NA,NA,"2007","10","bancos"
"59461152.000000","BANCO ITAUCRED FINANCIAMENTOS S.A.","Banco multiplo","PRAÇA ALFREDO EGYDIO DE SOUZA ARANHA, 100","TORRE ALFREDO EGYDIO - 12º ANDAR","PARQUE JABAQUARA","4344902.000000","SAO PAULO","SP","11.000000","50198101.000000","NÃO",NA,NA,NA,"2007","10","bancos"
"32062580.000000","BANCO CREDIT SUISSE (BRASIL) S.A.","Banco multiplo","AV. BRIGADEIRO FARIA LIMA, 3064 - 13 ANDAR (PARTE)",NA,"JARDIM PAULISTANO","1451000.000000","SAO PAULO","SP","11.000000","38416000.000000","SIM","505.000000",NA,NA,"2007","10","bancos"
"32254138.000000","BANCO BVA S.A.","Banco multiplo","AVENIDA ALMIRANTE BARROSO, 52 - 19. ANDAR","EDIFICIO LINEO DE PAULA MACHADO","CENTRO","20031918.000000","RIO DE JANEIRO","RJ","21.000000","32311100.000000","SIM","44.000000","BVAINF@BANCOBVA.COM.BR","WWW.BANCOBVA.COM.BR","2007","10","bancos"
"33172537.000000","BANCO J.P. MORGAN S.A.","Banco multiplo","AV BRIGADEIRO FARIA LIMA, 3729, 14 ANDAR - PARTE",NA,"ITAIM BIBI","4538905.000000","SAO PAULO","SP","11.000000","30483700.000000","SIM","376.000000",NA,NA,"2007","10","bancos"
"17184037.000000","BANCO MERCANTIL DO BRASIL S.A.","Banco multiplo","RUA RIO DE JANEIRO, 680",NA,"CENTRO","30160912.000000","BELO HORIZONTE","MG","31.000000","30576948.000000","SIM","389.000000","MB.CONTROLADORIA@MERCANTIL.COM.BR","WWW.MERCANTIL.COM.BR","2007","10","bancos"
"59285411.000000","BANCO PANAMERICANO S.A.","Banco multiplo","AV. PAULISTA, 2.240",NA,"BELA VISTA","1310300.000000","SAO PAULO","SP","11.000000","21925000.000000","SIM","623.000000","JPITOL@PANAMERICANO.COM.BR","WWW.PANAMERICANO.COM.BR","2007","10","bancos"
"61088183.000000","BANCO WESTLB DO BRASIL S.A.","Banco multiplo","AVENIDA ENGENHEIRO LUIZ CARLOS BERRINI, NO 716","8 ANDAR","BROOKLIN","4571000.000000","SAO PAULO","SP","11.000000","55049844.000000","SIM","370.000000","WESTLB@WESTLB.COM.BR","WESTLB.COM.BR","2007","10","bancos"
"61146577.000000","BANCO BARCLAYS S.A.","Banco multiplo","PRAÇA PROF.JOSÉ LANNES, 40-4º.E 5º. AND./PARTE",NA,"BROOKLIN PAUL. NOVO","4571100.000000","SAO PAULO","SP","11.000000","55093200.000000","SIM","740.000000",NA,NA,"2007","10","bancos"
"61182408.000000","BANCO INVESTCRED UNIBANCO S.A.","Banco multiplo","AV TENENTE REBELO, 675 - 3° ANDAR PARTE",NA,"IRAJA","21241460.000000","RIO DE JANEIRO","RJ","11.000000","35844042.000000","SIM","249.000000","BIANCA.AZZI@UNIBANCO.COM.BR",NA,"2007","10","bancos"
"61186680.000000","BANCO BMG S.A.","Banco multiplo","AV. ALVARES CABRAL, 1707",NA,"SANTO AGOSTINHO","30170001.000000","BELO HORIZONTE","MG","31.000000","32903700.000000","SIM","318.000000","JET@BANCOBMG.COM.BR","WWW.BANCOBMG.COM.BR","2007","10","bancos"
"61190658.000000","BANCO FIAT S.A.","Banco multiplo","PRAÇA ALFREDO EGYDIO DE SOUZA ARANHA, 100","TORRE ITAÚSA","PARQUE JABAQUARA","4344902.000000","SAO PAULO","SP","11.000000","50198101.000000","NÃO",NA,NA,NA,"2007","10","bancos"
"61199881.000000","BANCO DIBENS S.A.","Banco multiplo","RUA BOA VISTA 162","6º ANDAR E 7º ANDAR - PARTE","CENTRO","1014000.000000","SAO PAULO","SP","11.000000","35844042.000000","SIM","214.000000","BIANCA.AZZI@UNIBANCO.COM.BR",NA,"2007","10","bancos"
"61230165.000000","BANCO COMERCIAL E DE INVESTIMENTO SUDAMERIS S.A.","Banco multiplo","AVENIDA PAULISTA, 1374","3. ANDAR - PARTE","BELA VISTA","1310916.000000","SAO PAULO","SP","11.000000","31749615.000000","SIM","215.000000",NA,"WWW.SUDAMERIS.COM.BR","2007","10","bancos"
"61348538.000000","BANCO FICSA S.A.","Banco multiplo","RUA BOA VISTA, Nº 280","12º E 13º ANDARES","CENTRO","1014000.000000","SAO PAULO","SP","11.000000","33437000.000000","SIM","626.000000","FICSA@FICSA.COM.BR","WWW.FICSA.COM.BR","2007","10","bancos"
"61033106.000000","BPN BRASIL BANCO MÚLTIPLO S.A.","Banco multiplo","RUA DIOGO MOREIRA, 132","24º ANDAR","PINHEIROS","5423010.000000","SAO PAULO","SP","11.000000","30949000.000000","SIM","69.000000","CONTATO@BPNBRASIL.COM.BR",NA,"2007","10","bancos"
"71027866.000000","BANCO BONSUCESSO S.A.","Banco multiplo","RUA ALVARENGA PEIXOTO, Nº 974","7º E 8º ANDARES","SANTO AGOSTINHO","30180120.000000","BELO HORIZONTE","MG","31.000000","21037914.000000","SIM","218.000000","CONTROLADORIA@BANCOBONSUCESSO.COM.BR","WWW.BANCOBONSUCESSO.COM.BR","2007","10","bancos"
"15173776.000000","BANCO CAPITAL S.A.","Banco multiplo","AV. ESTADOS UNIDOS, 258","EDF. CIDADE DE ARACAJU, TERREO","COMERCIO","40010020.000000","SALVADOR","BA","71.000000","21041000.000000","SIM","412.000000","ADM@BANCOCAPITAL.COM.BR","WWW.BANCOCAPITAL.COM.BR","2007","10","bancos"
"17192451.000000","BANCO ITAUCARD S.A.","Banco multiplo","ALAMEDA PEDRO CALIL, 43",NA,"VILA DAS ACÁCIAS","8557105.000000","POA","SP","11.000000","50198101.000000","NÃO",NA,NA,NA,"2007","10","bancos"
"62136254.000000","BANCO CRUZEIRO DO SUL S.A.","Banco multiplo","RUA FUNCHAL, 418","7/8 E 9 ANDARES","VILA OLIMPIA","4551060.000000","SAO PAULO","SP","11.000000","38481800.000000","SIM","229.000000","LUISFELIPPE@BCSUL.COM.BR","WWW.BCSUL.COM.BR","2007","10","bancos"
"17298092.000000","BANCO ITAÚ BBA S.A.","Banco multiplo","AV. BRIGADEIRO FARIA LIMA, 3.400","4º ANDAR (PARTE)","ITAIM BIBI","4538132.000000","SAO PAULO","SP","11.000000","50198101.000000","SIM","184.000000",NA,"WWW.ITAUBBA.COM.BR","2007","10","bancos"
"62144175.000000","BANCO PINE S.A.","Banco multiplo","ALAMEDA SANTOS, 1940","5º ANDAR-CJ.52, 9º ANDAR-CJ.91, 12º E 13º ANDARES","CERQUEIRA CESAR","1418200.000000","SAO PAULO","SP","11.000000","33725200.000000","SIM","643.000000","NOBERTO.PINHEIRO@BANCOPINE.COM.BR","WWW.BANCOPINE.COM.BR","2007","10","bancos"
"62153721.000000","BANCO PORTO SEGURO S.A.","Banco multiplo","AV BRIG LUIS ANTONIO,290, CONJUNTO 133",NA,"BELA VISTA","1318000.000000","SAO PAULO","SP","11.000000","31061207.000000","NÃO",NA,"JRCBUENO@HOTMAIL.COM",NA,"2007","10","bancos"
"69141539.000000","BANCO CREDIBEL S.A.","Banco multiplo","AVENIDA  PAULISTA   Nº  1754","1º SOBRELOJA","CERQUEIRA CESAR","1311200.000000","SAO PAULO","SP","11.000000","21717000.000000","SIM","721.000000","CREDIBEL@CREDIBEL.COM.BR","WWW.CREDIBEL.COM.BR","2007","10","bancos"
"62232889.000000","BANCO DAYCOVAL S.A.","Banco multiplo","AV.  PAULISTA  Nº 1793",NA,"BELA VISTA","1311200.000000","SAO PAULO","SP","11.000000","31380500.000000","SIM","707.000000","DIRETORIA@DAYCOVAL.COM.BR","WWW.DAYCOVAL.COM.BR","2007","10","bancos"
"17351180.000000","BANCO TRIANGULO S.A.","Banco multiplo","AV CESARIO ALVIM 2209",NA,"APARECIDA","38400696.000000","UBERLANDIA","MG","34.000000","32181421.000000","SIM","634.000000",NA,"WWW.TRIBANCO.COM.BR","2007","10","bancos"
"62331228.000000","DEUTSCHE BANK S.A.BANCO ALEMAO","Banco multiplo","R. ALEXANDRE DUMAS, 2200",NA,"CHACARA STO.ANTONIO","4717910.000000","SAO PAULO","SP","11.000000","51895000.000000","SIM","487.000000","ROSANA.SOUZA@DB.COM","WWW.DEUTSCHE-BANK.COM.BR","2007","10","bancos"
"62421979.000000","BANCO GE CAPITAL S.A.","Banco multiplo","AVENIDA DO CAFÉ, 277 - 3º ANDAR","TORRE A","VILA GUARANI","4311000.000000","SAO PAULO","SP","11.000000","68477400.000000","SIM","233.000000",NA,"WWW.GEMONEY.COM.BR","2007","10","bancos"
"61533584.000000","BANCO SOCIETE GENERALE BRASIL S.A.","Banco multiplo","AV PAULISTA, 2300 - 9 ANDAR, CJ 91 A 93",NA,"CERQUEIRA CESAR","1310300.000000","SAO PAULO","SP","11.000000","32178000.000000","SIM","366.000000",NA,NA,"2007","10","bancos"
"60518222.000000","BANCO SUMITOMO MITSUI BRASILEIRO S.A.","Banco multiplo","AV PAULISTA, 37 - 11/12 AND",NA,"PARAISO","1311902.000000","SAO PAULO","SP","11.000000","31788000.000000","SIM","464.000000","CONTROLLER@SMBCGROUP.COM.BR",NA,"2007","10","bancos"
"33857830.000000","BANCO OPPORTUNITY S.A.","Banco multiplo","AV. PRESIDENTE WILSON, 231 - 3. ANDAR",NA,"CENTRO","20030021.000000","RIO DE JANEIRO","RJ","21.000000","38043800.000000","SIM","45.000000","OPPORTUNITY@OPPORTUNITY.COM.BR",NA,"2007","10","bancos"
"59438325.000000","BANKPAR BANCO MÚLTIPLO S.A.","Banco multiplo","AV. BRIGADEIRO FARIA LIMA, 1355","16º ANDAR","PINHEIROS","1452002.000000","SAO PAULO","SP","11.000000","36842685.000000","SIM","204.000000","4260.GUILHERME@BRADESCO.COM.BR",NA,"2007","10","bancos"
"30723886.000000","BANCO MODAL S.A.","Banco multiplo","PRAIA DE BOTAFOGO, 501, BLOCO 1, 5.º ANDAR (PARTE)",NA,"BOTAFOGO","22250040.000000","RIO DE JANEIRO","RJ","21.000000","32237700.000000","SIM","746.000000","BCMODAL@MODAL.COM.BR",NA,"2007","10","bancos"
"59588111.000000","BANCO VOTORANTIM S.A.","Banco multiplo","AV. ROQUE PETRONI JR., 999 - 16. ANDAR",NA,"VILA GERTRUDES","4707910.000000","SAO PAULO","SP","11.000000","51851700.000000","SIM","655.000000","WEBMASTER@BANCOVOTORANTIM.COM.BR","WWW.BANCOVOTORANTIM.COM.BR","2007","10","bancos"
"28195667.000000","BANCO ABC BRASIL S.A.","Banco multiplo","AVENIDA JUSCELINO KUBITSCHEK, 1400","3º, 4º E 5º ANDARES","ITAIM BIBI","4543000.000000","SAO PAULO","SP","11.000000","31702000.000000","SIM","246.000000",NA,NA,"2007","10","bancos"
"28127603.000000","BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO","Banco multiplo","AV. PRINCESA ISABEL, 574 ED.PALAS CENTER BL.B 9.AN",NA,"CENTRO","29010360.000000","VITORIA","ES","27.000000","33831000.000000","SIM","21.000000","PRESIBAN@BANESTES.COM.BR","WWW.BANESTES.COM.BR","2007","10","bancos"
"60394079.000000","BANCO ITAUBANK S.A.","Banco multiplo","PRAÇA ALFREDO EGYDIO DE SOUZA ARANHA, 100","TORRE CONCEIÇÃO - 9º ANDAR","PARQUE JABAQUARA","4344902.000000","SAO PAULO","SP","11.000000","50198101.000000","SIM","479.000000",NA,"WWW.ITAU.COM.BR","2007","10","bancos"
"10866788.000000","BANCO DE PERNAMBUCO S.A. - BANDEPE","Banco multiplo","CAIS DO APOLO, 222 - ED. BANDEPE",NA,NA,"50030230.000000","RECIFE","PE","81.000000","34256385.000000","SIM","24.000000",NA,NA,"2007","10","bancos"
"60419645.000000","BANCO BANKPAR S.A.","Banco multiplo","AV MARIA COELHO  AGUIAR, 215","BLOCO F, 8º ANDAR, PARTE","JARDIM SAO LUIZ","5804907.000000","SAO PAULO","SP","11.000000","36842685.000000","NÃO",NA,"4260.GUILHERME@BRADESCO.COM.BR",NA,"2007","10","bancos"
"61071387.000000","UNICARD BANCO MÚLTIPLO S.A.","Banco multiplo","AL. RIO NEGRO, 433 - 3º ANDAR - PARTE","SETOR OESTE - PRÉDIO 1","ALPHAVILLE","6454000.000000","BARUERI","SP","11.000000","35844042.000000","SIM","230.000000","BIANCA.AZZI@UNIBANCO.COM.BR",NA,"2007","10","bancos"
"60498557.000000","BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S/A","Banco multiplo","AV. PAULISTA, 1274",NA,"BELA VISTA","1310925.000000","SAO PAULO","SP","11.000000","32680211.000000","SIM","456.000000",NA,"WWW.BR.BK.MUFG.JP","2007","10","bancos"
"59274605.000000","BANCO GMAC S/A","Banco multiplo","AV. INDIANÓPOLIS, 3096",NA,"PLANALTO PAULISTA","4062003.000000","SAO PAULO","SP","11.000000","33652086.000000","NÃO",NA,NA,"WWW.BANCOGMAC.COM.BR","2007","10","bancos"
"60701190.000000","BANCO ITAÚ S.A.","Banco multiplo","PCA ALFREDO EGYDIO SOUZA ARANHA, 100","TORRE ITAÚSA","PARQUE JABAQUARA","4344902.000000","SAO PAULO","SP","11.000000","50198101.000000","SIM","341.000000",NA,"WWW.ITAU.COM.BR","2007","10","bancos"
"13009717.000000","BANCO DO ESTADO DE SERGIPE S.A.","Banco multiplo","RUA F, 31","DIA, PRÉDIO","INÁCIO BARBOSA","49040240.000000","ARACAJU","SE","79.000000","32181200.000000","SIM","47.000000","DIRETORIA@BANESE.COM.BR","WWW.BANESE.COM.BR","2007","10","bancos"
"27937333.000000","BANCO BRJ S.A.","Banco multiplo","RUA DO OUVIDOR","17 E 25 ANDAR","CENTRO","20040030.000000","RIO DE JANEIRO","RJ","21.000000","21057121.000000","NÃO",NA,"BRJSA@BRJBANK.COM.BR","WWW.BRJBANK.COM.BR","2007","10","bancos"
"60746948.000000","BANCO BRADESCO S.A.","Banco multiplo","CIDADE DE DEUS, S/N",NA,"VILA YARA","6029900.000000","OSASCO","SP","11.000000","36842685.000000","SIM","237.000000","4260.GUILHERME@BRADESCO.COM.BR","WWW.BRADESCO.COM.BR","2007","10","bancos"
"60814191.000000","BANCO DAIMLERCHRYSLER S.A.","Banco multiplo","AV. MARIA COELHO AGUIAR, 215","BLOCO E - 1º ANDAR","JARDIM SÃO LUIZ","5804900.000000","SAO PAULO","SP","11.000000","37419707.000000","NÃO",NA,NA,NA,"2007","10","bancos"
"60850229.000000","BANCO PECUNIA S.A.","Banco multiplo","RUA BOA VISTA 344 - 6 ANDAR",NA,"CENTRO","1014000.000000","SAO PAULO","SP","11.000000","33279000.000000","SIM","613.000000","TORRESI@BANCOPECUNIA.COM.BR","WWW.BANCOPECUNIA.COM.BR","2007","10","bancos"
"60872504.000000","BANCO ITAÚ HOLDING FINANCEIRA S.A.","Banco multiplo","PRAÇA ALFREDO EGYDIO DE SOUZA ARANHA, 100","TORRE ITAÚSA","PARQUE JABAQUARA","4344902.000000","SAO PAULO","SP","11.000000","50198101.000000","SIM","652.000000",NA,NA,"2007","10","bancos"
"14388334.000000","PARANA BANCO S.A.","Banco multiplo","RUA VISCONDE DE NACAR, 1441 - 1. ANDAR",NA,"CENTRO","80410201.000000","CURITIBA","PR","41.000000","33519899.000000","SIM","254.000000","PRESIDENCIA@JMALUCELLI.COM.BR","WWW.PARANABANCO.COM.BR","2007","10","bancos"
"60889128.000000","BANCO SOFISA S.A.","Banco multiplo","ALAMEDA SANTOS,1496",NA,"JARDIM PAULISTA","1418100.000000","SAO PAULO","SP","11.000000","31765500.000000","SIM","637.000000","SOFISA@SOFISA.COM.BR","WWW.SOFISA.COM.BR","2007","10","bancos"
"15114366.000000","BANCO BBM S/A","Banco multiplo","AV. TANCREDO NEVES 1.632","SALAS 301 A 304","CAMINHO DAS ÁRVORES","41820020.000000","SALVADOR","BA","71.000000","40096000.000000","SIM","107.000000","BANCOBBM@BANCOBBM.COM.BR","WWW.BANCOBBM.COM.BR","2007","10","bancos"
"10995587.000000","BANCO SIMPLES S.A.","Banco multiplo","AV. MONTEVIDÉO, 239 - PARTE",NA,"BOA VISTA","50050250.000000","RECIFE","PE","31.000000","21265150.000000","SIM","749.000000",NA,"WWW.BANCOSIMPLES.COM.BR","2007","10","bancos"
"43073394.000000","BANCO NOSSA CAIXA S.A.","Banco multiplo","RUA 15 DE NOVEMBRO, 111",NA,"CENTRO","1013001.000000","SAO PAULO","SP","11.000000","32446008.000000","SIM","151.000000","GAPRE@NOSSACAIXA.COM.BR / PRESIDENCIA@NOSSACAIXA.COM.BR","WWW.NOSSACAIXA.COM.BR","2007","10","bancos"
"33885724.000000","BANCO BANERJ S.A.","Banco multiplo","PRAÇA ALFREDO EGYDIO DE SOUZA ARANHA,100","TORRE CONCEIÇÃO - 9º ANDAR","PARQUE JABAQUARA","4344902.000000","SAO PAULO","SP","11.000000","50198101.000000","SIM","29.000000",NA,NA,"2007","10","bancos"
"33923111.000000","BANCO BRASCAN S.A.","Banco multiplo","AV.ALMIRANTE BARROSO 52","30º ANDAR - PARTE","CENTRO","20031000.000000","RIO DE JANEIRO","RJ","21.000000","32313000.000000","SIM","225.000000","CSARAIVA@BANCOBRASCAN.COM.BR","WWW.BANCOBRASCAN.COM.BR","2007","10","bancos"
"33884941.000000","BANIF - BANCO INTERNACIONAL DO FUNCHAL (BRASIL), S.A.","Banco multiplo","RUA MINAS DE PRATA , 30","16 º E 17º","ITAIM BIBI","4552080.000000","SAO PAULO","SP","11.000000","31652000.000000","SIM","719.000000",NA,NA,"2007","10","bancos"
"5040481.000000","BANCO DE LAGE LANDEN BRASIL S.A.","Banco multiplo","RUA SOLEDADE, N° 550","8° ANDAR","PETRÓPOLIS","90470340.000000","PORTO ALEGRE","RS","51.000000","21042500.000000","NÃO",NA,"ANDREA.TOEBKE@DELAGELANDEN.COM.BR",NA,"2007","10","bancos"
"4913711.000000","BANCO DO ESTADO DO PARÁ S.A.","Banco multiplo","AV. PRESIDENTE VARGAS, 251","EDF. BANPARÁ, 4º ANDAR","CAMPINA","66010000.000000","BELEM","PA","91.000000","32103209.000000","SIM","37.000000",NA,NA,"2007","10","bancos"
"33870163.000000","BANCO ALVORADA S.A.","Banco multiplo","CIDADE DE DEUS","PRÉDIO NOVÍSSIMO, 4 ANDAR","VILA YARA","6029900.000000","OSASCO","SP","11.000000","36842742.000000","SIM","641.000000","4260.GUILHERME@BRADESCO.COM.BR",NA,"2007","10","bancos"
"34270520.000000","BANCO IBM S.A.","Banco multiplo","AVENIDA PASTEUR, Nº 138/146.","7º ANDAR, PARTE.","BOTAFOGO","22296900.000000","RIO DE JANEIRO","RJ","21.000000","21325228.000000","NÃO",NA,"VMACHADO@BR.IBM.COM","WWW.IBM.COM.BR","2007","10","bancos"
"43717511.000000","BANCO MORADA S.A","Banco multiplo","RUA DA ASSEMBLEIA, 69 - 10. ANDAR - PARTE",NA,"CENTRO","20011001.000000","RIO DE JANEIRO","RJ","21.000000","38242100.000000","SIM","738.000000","EVANDRO@BANCOMORADA.COM.BR","WWW.BANCOMORADA.COM.BR","2007","10","bancos"
"43818780.000000","BANCO COMMERCIAL INVESTMENT TRUST DO BRASIL S.A. - BANCO MÚLTIPLO","Banco multiplo","ALAMEDA RIO NEGRO, 585","7º ANDAR","ALPHAVILLE","6454000.000000","BARUERI","SP","11.000000","41661831.000000","NÃO",NA,"ALEXANDRE.CANO@CIT.COM","WWW.CIT.COM  (CORPORATIVO)","2007","10","bancos"
"90731688.000000","BANCO FORD S.A.","Banco multiplo","AV DO CAFE, 277, 1 AND, TOR B,CENTRO EMPRES DO ACO",NA,"VILA GUARANI","4311900.000000","SAO PAULO","SP","11.000000","41744518.000000","NÃO",NA,NA,NA,"2007","10","bancos"
"90400888.000000","BANCO SANTANDER S.A.","Banco multiplo","RUA AMADOR BUENO, 474",NA,"SANTO AMARO","4752005.000000","SAO PAULO","SP","11.000000","56357174.000000","SIM","33.000000","JURIDSOCIETARIO@SANTANDERBANESPA.COM.BR","WWW.SANTANDERBANESPA.COM.BR","2007","10","bancos"
"33876475.000000","BANCO PROSPER S.A.","Banco multiplo","RUA DO PASSEIO, 70 - 8., 9. E 10. ANDARES",NA,"CENTRO","20021290.000000","RIO DE JANEIRO","RJ","21.000000","38140700.000000","SIM","638.000000","JANNY.CASTRO@BANCOPROSPER.COM.BR","WWW.BANCOPROSPER.COM.BR","2007","10","bancos"
"1181521.000000","BANCO COOPERATIVO SICREDI S.A.","Banco multiplo Cooperativo","AV. ASSIS BRASIL, 3940 - 12º ANDAR",NA,"PASSO D AREIA","91010003.000000","PORTO ALEGRE","RS","51.000000","33584716.000000","SIM","748.000000","DIRETORIA_BANCO@SICREDI.COM.BR","WWW.SICREDI.COM.BR","2007","10","bancos"
"360305.000000","CAIXA ECONOMICA FEDERAL","Caixa Econômica Federal","SBS QUADRA 4, LOTES 3/4, ED. SEDE","21 ANDAR","ASA SUL","70092900.000000","BRASILIA","DF","61.000000","32069000.000000","SIM","104.000000",NA,"WWW.CAIXA.GOV.BR","2007","10","bancos"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007","10","bancos"
"Fonte: Instituições financeiras (o teor das informações é de responsabilidade da respectiva instituição/empresa, de acordo com a regulamentação em vigor)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007","10","bancos"
